LED1 Timestamp (ms),LED1_PD1,LED1_PD2,LED2 Timestamp (ms),LED2_PD1,LED2_PD2
542520,13534,-50542530,13537,-54
542540,13526,-43542550,13543,-51
542560,13542,-52542570,13544,-55
542580,13535,-45542590,13538,-49
542600,13525,-58542610,13538,-50
542620,13530,-58542630,13534,-46
542640,13525,-53542650,13536,-53
542660,13539,-55542670,13532,-47
542680,13522,-57542690,13544,-43
542700,13538,-57542710,13537,-49
542720,13539,-38542730,13533,-46
542740,13540,-53542750,13534,-47
542760,13527,-46542770,13543,-49
542780,13524,-44542790,13538,-55
542800,13535,-42542810,13541,-48
542820,13543,-44542830,13535,-52
542840,13531,-59542850,13541,-51
542860,13542,-46542870,13529,-60
542880,13521,-58542890,13532,-49
542900,13539,-48542910,13537,-47
542920,13541,-43542930,13531,-43
542940,13537,-47542950,13535,-52
542960,13536,-52542970,13539,-58
542980,13534,-40542990,13521,-50
543000,13551,-50543010,13546,-51
543020,13537,-43543030,13541,-52
543040,13543,-45543050,13517,-47
543060,13495,-52543070,13485,-50
543080,13471,-47543090,13485,-40
543100,13477,-61543110,13482,-54
543120,13475,-54543130,13490,-51
543140,13501,-45543150,13527,-39
543160,13536,-40543170,13541,-44
543180,13545,-51543190,13540,-57
543200,13542,-47543210,13552,-50
543220,13531,-45543230,13541,-54
543240,13531,-48543250,13539,-53
543260,13549,-38543270,13552,-45
543280,13545,-50543290,13536,-38
543300,13539,-52543310,13535,-56
543320,13540,-53543330,13541,-55
543340,13534,-52543350,13536,-50
543360,13529,-47543370,13529,-49
543380,13542,-59543390,13553,-38
543400,13540,-55543410,13540,-45
543420,13544,-50543430,13540,-52
543440,13529,-48543450,13529,-53
543460,13545,-47543470,13530,-54
543480,13551,-43543490,13538,-49
543500,13547,-45543510,13557,-34
543520,13542,-51543530,13530,-40
543540,13540,-47543550,13546,-43
543560,13538,-42543570,13535,-50
543580,13538,-52543590,13531,-46
543600,13542,-41543610,13544,-45
543620,13536,-40543630,13535,-58
543640,13536,-49543650,13530,-49
543660,13535,-42543670,13536,-53
543680,13534,-43543690,13534,-47
543700,13536,-50543710,13526,-46
543720,13538,-45543730,13540,-46
543740,13531,-52543750,13541,-49
543760,13541,-48543770,13534,-51
543780,13532,-51543790,13540,-41
543800,13541,-41543810,13536,-52
